Count,GTFS_Stop_ID,Route,Gtfs_Lat,Gtfs_Lon,Osm_Lat,Osm_Lon,Location_Displacement,Tags_not_in_GTFS,Version_History
25,4625,6,28.050537,-82.393849,28.0503142,-82.3938576,24.705227733942998,source=GO_Sync|bench=no|name=56th St @ Temple Terrace City Hall|gtfs_stop_code=4625|operator=Hillsborough Area Regional Transit|route_ref=6|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=4625|shade=yes|,version 1 = ktran9(changeset = 5282878)|version 2 = EdHillsman(changeset = 5295548)|version 3 = caribarchgirl84(changeset = 5376790)|version 4 = ktran9(changeset = 5557830)|version 5 = EdHillsman(changeset = 6815628)
26,4622,6,28.054243,-82.400618,28.0542503,-82.4011161,48.97617017369035,source=survey|bench=yes|name=Fowler Av @ 51St St|gtfs_stop_code=4622|operator=Hillsborough Area Regional Transit|route_ref=6|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=4622|timetable=yes|shade=no|,version 1 = EdHillsman(changeset = 5165537)|version 2 = ktran9(changeset = 5231988)|version 3 = ktran9(changeset = 5232165)|version 4 = ktran9(changeset = 5236946)|version 5 = ktran9(changeset = 5238742)|version 6 = ktran9(changeset = 5257065)|version 7 = ktran9(changeset = 5257249)|version 8 = ktran9(changeset = 5257427)|version 9 = ktran9(changeset = 5257440)|version 10 = ktran9(changeset = 5282592)|version 11 = ktran9(changeset = 5282878)|version 12 = EdHillsman(changeset = 5289177)|version 13 = EdHillsman(changeset = 5295548)|version 14 = EdHillsman(changeset = 5295548)|version 15 = EdHillsman(changeset = 5295548)|version 16 = EdHillsman(changeset = 5313581)|version 17 = caribarchgirl84(changeset = 5376876)|version 18 = EdHillsman(changeset = 5380292)|version 19 = ktran9(changeset = 5557830)|version 20 = EdHillsman(changeset = 5621156)
27,4621,6,28.05603,-82.40185,28.0572161,-82.4019285,131.67039099845044,source=survey|bench=yes|name=50th St @ Terrace Palms Apts|gtfs_stop_code=4621|operator=Hillsborough Area Regional Transit|route_ref=6|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=4621|shade=no|,version 1 = EdHillsman(changeset = 4724325)|version 2 = ktran9(changeset = 5231988)|version 3 = ktran9(changeset = 5232165)|version 4 = EdHillsman(changeset = 5236344)|version 5 = ktran9(changeset = 5236946)|version 6 = ktran9(changeset = 5238742)|version 7 = ktran9(changeset = 5257427)|version 8 = ktran9(changeset = 5257440)|version 9 = ktran9(changeset = 5282592)|version 10 = ktran9(changeset = 5282878)|version 11 = ktran9(changeset = 5557830)
28,4620,6,28.057297,-82.401878,28.0583594,-82.4019473,117.93252529253681,source=survey|bench=yes|name=50th St @ 122nd Av|gtfs_stop_code=4620|operator=Hillsborough Area Regional Transit|route_ref=6|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=4620|shade=no|,version 1 = EdHillsman(changeset = 4724325)|version 2 = EdHillsman(changeset = 4743990)|version 3 = ktran9(changeset = 5231988)|version 4 = ktran9(changeset = 5232165)|version 5 = EdHillsman(changeset = 5234147)|version 6 = ktran9(changeset = 5236946)|version 7 = ktran9(changeset = 5238742)|version 8 = ktran9(changeset = 5257065)|version 9 = ktran9(changeset = 5257249)|version 10 = ktran9(changeset = 5257427)|version 11 = ktran9(changeset = 5257440)|version 12 = ktran9(changeset = 5282592)|version 13 = ktran9(changeset = 5282878)|version 14 = caribarchgirl84(changeset = 5376790)|version 15 = ktran9(changeset = 5557830)
29,4619,6,28.058807,-82.401878,28.059304,-82.4019447,55.46669098282793,bench=yes|name=50th St @ Elm Dr|gtfs_stop_code=4619|operator=Hillsborough Area Regional Transit|route_ref=6|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=4619|shade=no|,version 1 = EdHillsman(changeset = 4743990)|version 2 = ktran9(changeset = 5231988)|version 3 = ktran9(changeset = 5232165)|version 4 = EdHillsman(changeset = 5234147)|version 5 = ktran9(changeset = 5236946)|version 6 = ktran9(changeset = 5238742)|version 7 = ktran9(changeset = 5257065)|version 8 = ktran9(changeset = 5257249)|version 9 = ktran9(changeset = 5257427)|version 10 = ktran9(changeset = 5257440)|version 11 = ktran9(changeset = 5282592)|version 12 = ktran9(changeset = 5282878)|version 13 = caribarchgirl84(changeset = 5376790)|version 14 = caribarchgirl84(changeset = 5403286)|version 15 = ktran9(changeset = 5547741)|version 16 = ktran9(changeset = 5557830)
30,4618,6,28.062187,-82.40189,28.0624574,-82.4019984,31.804224130605068,source=survey|bench=yes|name=50th St @ 127th Av|gtfs_stop_code=4618|operator=Hillsborough Area Regional Transit|route_ref=6|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=4618|shade=no|,version 1 = EdHillsman(changeset = 4724325)|version 2 = EdHillsman(changeset = 4743990)|version 3 = EdHillsman(changeset = 5234147)|version 4 = EdHillsman(changeset = 5234355)|version 5 = EdHillsman(changeset = 5278631)|version 6 = ktran9(changeset = 5282592)|version 7 = ktran9(changeset = 5282878)|version 8 = ktran9(changeset = 5557830)
31,4617,6,28.06347,-82.401973,28.0636523,-82.4019893,20.266018271978393,bench=yes|name=50th St @ 12850|gtfs_stop_code=4617|operator=Hillsborough Area Regional Transit|route_ref=6|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=4617|shade=no|,version 1 = EdHillsman(changeset = 4743990)|version 2 = EdHillsman(changeset = 5198212)|version 3 = EdHillsman(changeset = 5278631)|version 4 = ktran9(changeset = 5282592)|version 5 = ktran9(changeset = 5282878)|version 6 = ktran9(changeset = 5557830)|version 7 = EdHillsman(changeset = 6735619)
32,4616,6,28.066277,-82.402083,28.0662779,-82.402486,39.61567769644529,operator=Hillsborough Area Regional Transit|name=Holly Dr @ 50th St|gtfs_stop_code=4616|highway=bus_stop|ntd_id=4041|route_ref=6|gtfs_id=4616|,version 1 = EdHillsman(changeset = 3959814)|version 2 = EdHillsman(changeset = 5278631)|version 3 = ktran9(changeset = 5282592)|version 4 = ktran9(changeset = 5282878)|version 5 = EdHillsman(changeset = 5324135)|version 6 = ktran9(changeset = 5557830)
33,4614,6,28.065679,-82.409619,28.0656169,-82.409479,15.387084633156276,source=survey|bench=no|name=Holly Dr @ Alpha Apts|gtfs_stop_code=4614|operator=Hillsborough Area Regional Transit;USF Bull Runner|route_ref=6;C;E|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=4614|note=sign bears gtfs tag of 4613; did not match import; confirmed with HART that this is actually 4614; they will retag at some point|shade=trees|wastebasket=yes|,version 1 = EdHillsman(changeset = 3977069)|version 2 = EdHillsman(changeset = 3977215)|version 3 = EdHillsman(changeset = 5126351)|version 4 = EdHillsman(changeset = 5126351)|version 5 = EdHillsman(changeset = 5297174)|version 6 = EdHillsman(changeset = 5353963)|version 7 = ktran9(changeset = 5547673)|version 8 = ktran9(changeset = 5558153)|version 9 = EdHillsman(changeset = 6852503)
34,4613,6,28.06567,-82.411312,28.065608,-82.4112482,9.302841000220528,source=survey|bench=no|name=Bull Runner Bus Stop|gtfs_stop_code=4613|operator=Hillsborough Area Regional Transit;USF Bull Runner|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=4613|note=metal tag with GTFS ID is missing; confirmed with HART that this is 4613 and the one east of here is really 4614 but is mistagged; HART will retag at some point|shade=no|route=6;C:E|,version 1 = ShannonLadd(changeset = 2009469)|version 2 = EdHillsman(changeset = 5126351)|version 3 = EdHillsman(changeset = 5353963)|version 4 = ktran9(changeset = 5547673)|version 5 = ktran9(changeset = 5558153)|version 6 = EdHillsman(changeset = 6341090)|version 7 = EdHillsman(changeset = 6735619)|version 8 = EdHillsman(changeset = 6852503)
35,4612,6,28.06715,-82.413326,28.0678963,-82.4133332,82.70839759021348,source=survey|bench=yes|name=N Palm @ Usf Credit Union|gtfs_stop_code=4612|operator=Hillsborough Area Regional Transit;USF Bull Runner|route_ref=6;C|ntd_id=4041|shelter=yes|highway=bus_stop|gtfs_id=4612|shade=roof|,version 1 = EdHillsman(changeset = 3989506)|version 2 = EdHillsman(changeset = 4005524)|version 3 = EdHillsman(changeset = 4049633)|version 4 = EdHillsman(changeset = 5305859)|version 5 = ktran9(changeset = 5547725)|version 6 = ktran9(changeset = 5558153)|version 7 = EdHillsman(changeset = 6735619)
36,4610,6,28.068971,-82.416843,28.0690007,-82.4168684,4.131237605921041,operator=Hillsborough Area Regional Transit|name=Fletcher Av @ John Knox Village|gtfs_stop_code=4610|highway=bus_stop|ntd_id=4041|route_ref=6|source=GO_Sync|gtfs_id=4610|,version 1 = ktran9(changeset = 5282878)|version 2 = EdHillsman(changeset = 5295548)|version 3 = caribarchgirl84(changeset = 5376790)|version 4 = ktran9(changeset = 5557830)
37,4607,6;18,28.068972,-82.423058,28.0690267,-82.4230723,6.2227307474168185,source=survey|bench=yes|name=Fletcher Av @ Fmhi @ 31St St|gtfs_stop_code=4607|operator=Hillsborough Area Regional Transit|route_ref=6;18|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=4607|shade=no|,version 1 = EdHillsman(changeset = 4770999)|version 2 = ktran9(changeset = 5282592)|version 3 = ktran9(changeset = 5282878)|version 4 = EdHillsman(changeset = 5295548)|version 5 = EdHillsman(changeset = 5328579)|version 6 = caribarchgirl84(changeset = 5376790)|version 7 = ktran9(changeset = 5557830)
38,4604,6,28.066453,-82.413144,28.0671289,-82.4131028,75.01300648657494,source=survey|bench=yes|name=North Palm Dr @  Usf Credit Union|gtfs_stop_code=4604|operator=Hillsborough Area Regional Transit;USF Bull Runner|route_ref=6;A;B;C|ntd_id=4041|shelter=yes|highway=bus_stop|gtfs_id=4604|shade=roof|,version 1 = EdHillsman(changeset = 4049510)|version 2 = EdHillsman(changeset = 5152163)|version 3 = EdHillsman(changeset = 5292138)|version 4 = EdHillsman(changeset = 5305859)|version 5 = ktran9(changeset = 5547725)|version 6 = ktran9(changeset = 5558153)|version 7 = EdHillsman(changeset = 6731522)|version 8 = EdHillsman(changeset = 6735619)
39,4603,6,28.06577,-82.409958,28.0658117,-82.4098152,14.778633263818813,source=survey|bench=no|name=Holly Dr @ Delta Apts|gtfs_stop_code=4603|operator=Hillsborough Area Regional Transit;USF Bull Runner|route_ref=6;A;C|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=4603|note=metal tag with GTFS ID value is missing from post; value assigned is from the HART import|shade=trees|wastebasket=yes|,version 1 = EdHillsman(changeset = 4085804)|version 2 = EdHillsman(changeset = 5126351)|version 3 = EdHillsman(changeset = 5126351)|version 4 = EdHillsman(changeset = 5353963)|version 5 = ktran9(changeset = 5547673)|version 6 = ktran9(changeset = 5558153)|version 7 = EdHillsman(changeset = 6735619)|version 8 = EdHillsman(changeset = 6852503)
40,4601,6,28.066095,-82.401875,28.0662122,-82.4017507,17.832388133550758,source=survey|name=50th St @ Excellence Blvd|gtfs_stop_code=4601|operator=Hillsborough Area Regional Transit|route_ref=6|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=4601|shade=trees|,version 1 = EdHillsman(changeset = 4767761)|version 2 = EdHillsman(changeset = 5126351)|version 3 = EdHillsman(changeset = 5236344)|version 4 = EdHillsman(changeset = 5278631)|version 5 = ktran9(changeset = 5282592)|version 6 = ktran9(changeset = 5282878)|version 7 = ktran9(changeset = 5547673)|version 8 = ktran9(changeset = 5557830)
41,4600,6,28.063453,-82.401853,28.0634675,-82.4017881,6.579192188516128,bench=yes|name=50th St @ Sycamore Dr|gtfs_stop_code=4600|operator=Hillsborough Area Regional Transit|route_ref=6|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=4600|shade=no|,version 1 = EdHillsman(changeset = 4743990)|version 2 = EdHillsman(changeset = 5126351)|version 3 = EdHillsman(changeset = 5236344)|version 4 = EdHillsman(changeset = 5278631)|version 5 = ktran9(changeset = 5282592)|version 6 = ktran9(changeset = 5282878)|version 7 = EdHillsman(changeset = 5295548)|version 8 = ktran9(changeset = 5557830)
42,1996,6;39,28.028034,-82.393314,28.0281256,-82.3933266,10.226441756847825,source=GO_Sync|bench=no|name=56th St @ Chicago Av|gtfs_stop_code=1996|operator=Hillsborough Area Regional Transit|route_ref=6;39|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=1996|note=revisit when road/sidewalk reconstruction is done|shade=no|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)|version 3 = EdHillsman(changeset = 6760922)
43,1995,6;39,28.027011,-82.393294,28.0269087,-82.3933374,12.11359544586168,source=GO_Sync|bench=no|name=56th St @ River Hills Dr|gtfs_stop_code=1995|operator=Hillsborough Area Regional Transit|route_ref=6;39|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=1995|note=revisit when road/sidewalk reconstruction is done|shade=no|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)|version 3 = EdHillsman(changeset = 6760922)
44,0890,2,28.06928,-82.446762,28.0693716,-82.4468122,11.287002725715208,operator=Hillsborough Area Regional Transit|name=Fletcher Av @ 12th St|gtfs_stop_code=890|highway=bus_stop|ntd_id=4041|route_ref=2|source=GO_Sync|gtfs_id=0890|,version 1 = ktran9(changeset = 5282878)|version 2 = EdHillsman(changeset = 5295548)|version 3 = EdHillsman(changeset = 5305458)|version 4 = ktran9(changeset = 5557830)
45,0889,2,28.06928,-82.445667,28.0693647,-82.4457456,12.157383429314404,bench=no|name=Fletcher Av @ Cecelia St|gtfs_stop_code=889|operator=Hillsborough Area Regional Transit|route_ref=2|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=0889|shade=trees|,version 1 = EdHillsman(changeset = 5252803)|version 2 = EdHillsman(changeset = 5295548)|version 3 = ktran9(changeset = 5557830)
46,0888,2,28.069272,-82.443477,28.0693436,-82.4435407,10.107838756325553,bench=yes|name=Fletcher Av @ 15th St|gtfs_stop_code=888|operator=Hillsborough Area Regional Transit|route_ref=2|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=0888|note=there are trees behind this stopbut placement and size does not provide shade to stop except +/- 1 month of summer solstice|shade=no|route=2|,version 1 = EdHillsman(changeset = 5252803)|version 2 = EdHillsman(changeset = 5252803)|version 3 = EdHillsman(changeset = 5305458)|version 4 = ktran9(changeset = 5557830)
47,0886,2,28.069272,-82.438499,28.0693548,-82.4384759,9.452725910010965,bench=yes|name=Fletcher Av @ 19th St|gtfs_stop_code=886|operator=Hillsborough Area Regional Transit|route_ref=2|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=0886|shade=no|,version 1 = EdHillsman(changeset = 5252803)|version 2 = ktran9(changeset = 5282592)|version 3 = ktran9(changeset = 5282878)|version 4 = EdHillsman(changeset = 5305458)|version 5 = ktran9(changeset = 5557830)
48,0881,6,28.069296,-82.427179,28.0693479,-82.4273233,15.306255974590648,source=GO_Sync|bench=no|name=Fletcher Av @ Livingston Av|gtfs_stop_code=881|operator=Hillsborough Area Regional Transit|route_ref=6|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=0881|note=field checked after upload|shade=no|,version 1 = ktran9(changeset = 5282878)|version 2 = EdHillsman(changeset = 5294446)|version 3 = EdHillsman(changeset = 5305458)|version 4 = EdHillsman(changeset = 5305458)|version 5 = ktran9(changeset = 5557830)
49,1932,4,27.937183,-82.469901,27.9371987,-82.4699065,1.8221091719063383,source=GO_Sync|bench=yes|name=Swann Av @ Edison Av|gtfs_stop_code=1932|operator=Hillsborough Area Regional Transit|route_ref=4|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=1932|shade=no|wastebasket=no|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)|version 3 = EdHillsman(changeset = 6636426)
50,1930,4,27.937192,-82.471804,27.9372344,-82.4718091,4.725434900887719,source=GO_Sync|bench=no|name=Swann Av @ Newport Av|gtfs_stop_code=1930|operator=Hillsborough Area Regional Transit|route_ref=4|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=1930|shade=trees|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)|version 3 = EdHillsman(changeset = 6631917)
51,1927,4,27.937263,-82.475509,27.937251,-82.475127,37.61948545432308,source=GO_Sync|bench=yes|name=Swann Av @ Dakota Av|gtfs_stop_code=1927|operator=Hillsborough Area Regional Transit|route_ref=4|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=1927|shade=trees|wastebasket=yes|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)|version 3 = EdHillsman(changeset = 6631917)|version 4 = EdHillsman(changeset = 6631917)
52,1905,4,27.93739,-82.474628,27.9374121,-82.474679,5.58497230681991,source=GO_Sync|bench=no|name=Swann Av @ Oregon Av|gtfs_stop_code=1905|operator=Hillsborough Area Regional Transit|route_ref=4|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=1905|shade=no|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)|version 3 = EdHillsman(changeset = 6631917)|version 4 = EdHillsman(changeset = 6631917)
53,1904,4,27.937363,-82.473626,27.9374287,-82.4736625,8.118750982972221,source=GO_Sync|bench=yes|name=Swann Av @ Orleans Av|gtfs_stop_code=1904|operator=Hillsborough Area Regional Transit|route_ref=4|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=1904|shade=no|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)|version 3 = EdHillsman(changeset = 6250732)|version 4 = EdHillsman(changeset = 6631917)|version 5 = EdHillsman(changeset = 6631917)
54,1903,4,27.937355,-82.471581,27.9374092,-82.4715853,6.021249948998531,source=GO_Sync|bench=no|name=Swann Av @ Newport Av|gtfs_stop_code=1903|operator=Hillsborough Area Regional Transit|route_ref=4|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=1903|shade=portico|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)|version 3 = EdHillsman(changeset = 6250732)
55,1902,4,27.937346,-82.470589,27.9373908,-82.4705833,4.996259777818233,source=GO_Sync|bench=yes|name=Swann Av @ Delaware Av|gtfs_stop_code=1902|operator=Hillsborough Area Regional Transit|route_ref=4|ntd_id=4041|shelter=no|highway=bus_stop|gtfs_id=1902|shade=no|,version 1 = ktran9(changeset = 5282878)|version 2 = ktran9(changeset = 5557830)|version 3 = EdHillsman(changeset = 6250732)|version 4 = EdHillsman(changeset = 6631917)
